job_id,arrival_time_s,duration_s,gpu_count,gpu_type,preemptible
ph-application_1506638472019_7884,258613.0,2635.0,1,any,False
ph-application_1506638472019_7913,258748.0,2750.0,1,any,True
ph-application_1506638472019_7919,258772.0,124305.0,1,any,False
ph-application_1506638472019_7978,259112.0,99788.0,1,any,False
ph-application_1506638472019_7992,259227.0,79675.0,1,any,False
ph-application_1506638472019_8024,259494.0,10.0,1,any,False
ph-application_1506638472019_8032,259544.0,4175.0,1,any,False
ph-application_1506638472019_8060,259690.0,3750.0,1,any,False
ph-application_1506638472019_8083,259793.0,58106.0,1,any,False
ph-application_1506638472019_8094,259848.0,2487.0,1,any,False
ph-application_1506638472019_8096,259852.0,2555.0,1,any,False
ph-application_1506638472019_8108,259908.0,2661.0,1,any,False
ph-application_1506638472019_8109,259919.0,45718.0,1,any,False
ph-application_1506638472019_8136,260065.0,2709.0,1,any,False
ph-application_1506638472019_8147,260135.0,2817.0,1,any,False
ph-application_1506638472019_8158,260203.0,2740.0,1,any,False
ph-application_1506638472019_8162,260251.0,2709.0,1,any,False
ph-application_1506638472019_8179,260414.0,2797.0,1,any,False
ph-application_1506638472019_8195,260604.0,14168.0,1,any,False
ph-application_1506638472019_8201,260639.0,2760.0,1,any,False
ph-application_1506638472019_8219,260802.0,2541.0,1,any,False
ph-application_1506638472019_8220,260814.0,2473.0,1,any,False
ph-application_1506638472019_8226,260844.0,2616.0,1,any,False
ph-application_1506638472019_8236,260909.0,2702.0,1,any,False
ph-application_1506638472019_8254,261175.0,3789.0,1,any,False
ph-application_1506638472019_8256,261278.0,3762.0,1,any,False
ph-application_1506638472019_8267,263099.0,4415.0,1,any,False
ph-application_1506638472019_8269,263335.0,3794.0,1,any,False
ph-application_1506638472019_8293,265399.0,59.0,1,any,False
ph-application_1506638472019_8320,265831.0,2579.0,1,any,False
ph-application_1506638472019_8337,265938.0,3726.0,1,any,False
ph-application_1506638472019_8338,265943.0,4039.0,1,any,False
ph-application_1506638472019_8339,265944.0,3947.0,1,any,False
ph-application_1506638472019_8355,266080.0,46.0,1,any,False
ph-application_1506638472019_8382,266304.0,40.0,1,any,False
ph-application_1506638472019_8393,266418.0,43.0,1,any,False
ph-application_1506638472019_8394,266426.0,37.0,1,any,False
ph-application_1506638472019_8405,266529.0,46.0,1,any,False
ph-application_1506638472019_8414,266602.0,48.0,1,any,False
ph-application_1506638472019_8421,266647.0,44.0,1,any,False
ph-application_1506638472019_8423,266651.0,47.0,1,any,False
ph-application_1506638472019_8425,266669.0,44.0,1,any,False
ph-application_1506638472019_8429,266702.0,51.0,1,any,False
ph-application_1506638472019_8436,266765.0,47.0,1,any,False
ph-application_1506638472019_8440,266794.0,50.0,1,any,False
ph-application_1506638472019_8471,267086.0,48.0,1,any,False
ph-application_1506638472019_8520,267483.0,50.0,1,any,False
ph-application_1506638472019_8540,267627.0,51.0,1,any,False
ph-application_1506638472019_8542,267644.0,45.0,1,any,False
