job_id,arrival_time_s,duration_s,gpu_count,gpu_type,preemptible
ph-application_1506638472019_16305,1507482736.0,2839.0,1,any,True
ph-application_1506638472019_16365,1507483493.0,7.0,1,any,False
ph-application_1506638472019_16402,1507483973.0,2735.0,1,any,False
ph-application_1506638472019_16690,1507492075.0,2771.0,1,any,False
ph-application_1506638472019_16716,1507492389.0,5875.0,1,any,False
ph-application_1506638472019_16729,1507492535.0,2781.0,1,any,False
ph-application_1506638472019_16817,1507493566.0,2821.0,1,any,False
ph-application_1506638472019_16830,1507493704.0,2862.0,1,any,False
ph-application_1506638472019_16900,1507494455.0,2712.0,1,any,False
ph-application_1506638472019_16926,1507494757.0,2744.0,1,any,False
ph-application_1506638472019_17039,1507495915.0,71.0,1,any,False
ph-application_1506638472019_17082,1507496426.0,2792.0,1,any,False
ph-application_1506638472019_17085,1507496461.0,2859.0,1,any,True
ph-application_1506638472019_17258,1507501794.0,618.0,1,any,False
ph-application_1506638472019_17277,1507503776.0,231.0,8,any,True
ph-application_1506638472019_17294,1507505262.0,5613.0,1,any,False
ph-application_1506638472019_17362,1507514515.0,78.0,1,any,False
ph-application_1506638472019_17391,1507521715.0,73.0,1,any,False
ph-application_1506638472019_17490,1507536117.0,66.0,1,any,False
ph-application_1506638472019_17500,1507539411.0,1400.0,4,any,False
ph-application_1506638472019_17524,1507540325.0,4211.0,4,any,True
ph-application_1506638472019_17566,1507545765.0,21.0,4,any,False
ph-application_1506638472019_17605,1507552174.0,30195.0,1,any,True
ph-application_1506638472019_17606,1507552187.0,24653.0,1,any,False
ph-application_1506638472019_17675,1507560089.0,428.0,1,any,False
ph-application_1506638472019_17745,1507564133.0,2167.0,1,any,False
ph-application_1506638472019_17821,1507565309.0,188.0,1,any,False
ph-application_1506638472019_17824,1507565333.0,1235.0,8,any,False
ph-application_1506638472019_17904,1507565894.0,2111.0,1,any,False
ph-application_1506638472019_17907,1507565922.0,2115.0,1,any,False
ph-application_1506638472019_17944,1507566163.0,2045.0,1,any,False
ph-application_1506638472019_18080,1507567166.0,122.0,4,any,False
ph-application_1506638472019_18084,1507567607.0,3635.0,1,any,False
ph-application_1506638472019_18163,1507568091.0,2022.0,1,any,False
ph-application_1506638472019_18207,1507568330.0,1184.0,1,any,False
ph-application_1506638472019_18265,1507569753.0,2200.0,1,any,False
ph-application_1506638472019_18276,1507569824.0,2012.0,1,any,False
ph-application_1506638472019_18360,1507570649.0,172800,1,any,False
ph-application_1506638472019_18404,1507571294.0,2003.0,1,any,False
ph-application_1506638472019_18470,1507571659.0,2096.0,1,any,False
ph-application_1506638472019_18493,1507571821.0,2040.0,1,any,False
ph-application_1506638472019_18532,1507572091.0,2111.0,1,any,True
ph-application_1506638472019_18557,1507572266.0,2168.0,1,any,True
ph-application_1506638472019_18709,1507573224.0,2167.0,1,any,False
ph-application_1506638472019_18827,1507580875.0,102746.0,4,any,False
ph-application_1506638472019_18879,1507582826.0,1850.0,1,any,False
ph-application_1506638472019_18911,1507583174.0,29057.0,8,any,True
ph-application_1506638472019_18923,1507583291.0,1878.0,1,any,False
ph-application_1506638472019_18928,1507583341.0,1871.0,1,any,False
